Verkäufe,Gewicht,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
1230.3984,11.35,Regular,0.063354531,Dairy,88.9856,Supermarket Type1
4410.2592,10.8,Low Fat,0.082534287,Dairy,191.1504,Supermarket Type1
1496.0526,7.47,Regular,0.152024355,Frozen Foods,211.8218,Supermarket Type1
1012.016,19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,Supermarket Type1
2862.94,8.39,Regular,0.024342578,Frozen Foods,113.6176,Supermarket Type1
6692.6216,10.8,Low Fat,0.028988288,Snack Foods,239.2222,Supermarket Type1
1404.838,15,Low Fat,0.044908404,Health and Hygiene,140.2838,Supermarket Type1
2812.3392,17.35,Low Fat,0.168329848,Household,176.7712,Supermarket Type1
992.042,14.1,Low Fat,0.111936685,Snack Foods,198.8084,Grocery Store
5191.2426,19.2,Regular,0.005620213,Starchy Foods,226.6062,Supermarket Type1
1148.505,15.6,Low Fat,0.117095014,Frozen Foods,78.067,Supermarket Type1
245.0144,NA,LF,0.248301532,Snack Foods,124.1072,Grocery Store
2909.546,20.5,LF,0.023274107,Others,154.134,Supermarket Type1
122.5072,NA,Low Fat,0.091354948,Snack Foods,122.3072,Grocery Store
1468.089,10.6,Low Fat,0.011087128,Breads,41.4454,Supermarket Type1
1733.7432,15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,Supermarket Type1
5785.802,7.035,Low Fat,0.021938404,Frozen Foods,264.691,Supermarket Type2
1985.4156,16,Low Fat,0.090480206,Dairy,142.4154,Supermarket Type1
4175.8976,13.65,Regular,0.080640478,Frozen Foods,262.6936,Supermarket Type1
6615.3888,18.85,Low Fat,0.040338009,Household,246.7144,Supermarket Type1
569.259,6.115,Regular,0.007043008,Soft Drinks,190.353,Supermarket Type1
2759.0752,8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,Supermarket Type2
2631.2416,19.6,Low Fat,0.039569689,Snack Foods,165.9526,Supermarket Type1
363.5268,9.195,Low Fat,0.180588082,Snack Foods,182.2634,Grocery Store
1037.3164,8.97,Low Fat,0.09301462,Household,52.7956,Supermarket Type1
355.5372,12.35,LF,0.274405193,Household,117.1124,Grocery Store
3283.7256,9.3,Low Fat,0.066887123,Frozen Foods,183.9292,Supermarket Type1
1468.089,17.7,Regular,0.042468413000000003,Frozen Foods,162.421,Supermarket Type1
1138.518,7.27,Low Fat,0.071188446,Soft Drinks,111.9518,Supermarket Type1
189.0872,20.7,Regular,0.191008614,Dairy,92.8436,Grocery Store
339.558,16.1,Regular,0.159595473,Frozen Foods,32.8558,Supermarket Type1
314.2576,NA,Regular,0.086905536,Fruits and Vegetables,78.8644,Grocery Store
6006.1818,20.75,Low Fat,0.089186387,Breakfast,193.3478,Supermarket Type1
2988.1104,20.2,LF,0.112321218,Household,123.6046,Supermarket Type1
1761.7068,5.51,Low Fat,0.034668802,Health and Hygiene,98.5726,Supermarket Type1
3560.6984,20.2,Regular,0,Fruits and Vegetables,129.0678,Supermarket Type1
874.8612,14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,Supermarket Type2
2874.9244,20,Regular,0.059889718,Baking Goods,168.5132,Supermarket Type1
113.186,17.1,Low Fat,0.112402118,Household,112.986,Grocery Store
262.3252,11.5,Low Fat,0.029529474,Health and Hygiene,132.6626,Grocery Store
2181.1608,11.15,Regular,0.105736638,Baking Goods,104.4648,Supermarket Type2
503.3448,16.2,Low Fat,0.044291251,Frozen Foods,43.3454,Supermarket Type1
1853.5872,16.1,Low Fat,0.100388706,Fruits and Vegetables,76.0328,Supermarket Type1
7504.2318,NA,Low Fat,0.070556945,Fruits and Vegetables,191.2162,Supermarket Type3
644.4944,15,Regular,0.054599767,Canned,59.4904,Supermarket Type2
2885.5772,12.8,Low Fat,0.069560905,Starchy Foods,263.0252,Supermarket Type1
1017.3424,5.985,Low Fat,0,Frozen Foods,125.2678,Supermarket Type1
2530.7058,19.35,Regular,0.021453493,Fruits and Vegetables,120.3098,Supermarket Type1
1617.894,16.6,Low Fat,0.016276741,Health and Hygiene,109.8596,Supermarket Type2
2328.9684,NA,LF,0.056656942,Baking Goods,106.26220000000001,Supermarket Type3
1328.271,11.5,Low Fat,0.072994847,Fruits and Vegetables,189.253,Supermarket Type1
209.727,8.88,Low Fat,0.165073642,Household,207.727,Grocery Store
1244.3802,11.6,Low Fat,0.017744999,Canned,177.9686,Supermarket Type1
1518.024,9.8,LF,0.047453947,Baking Goods,101.7016,Supermarket Type1
1685.8056,9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,Supermarket Type1
3078.6592,12.3,Low Fat,0.021860985,Frozen Foods,193.3162,Supermarket Type1
2866.269,16.1,Low Fat,0.023577298,Soft Drinks,192.6846,Supermarket Type1
294.2836,19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,Grocery Store
2069.3064,8.43,Low Fat,0.177971115,Household,174.0422,Supermarket Type1
1046.6376,14.5,Regular,0.106894492,Breads,260.4594,Grocery Store
4442.2176,8.27,Regular,0.127927931,Soft Drinks,184.8924,Supermarket Type1
1930.1542,7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,Supermarket Type1
1780.3492,20,Regular,0.051596927,Frozen Foods,128.0678,Supermarket Type1
7086.1094,7.81,Low Fat,0.067592098,Soft Drinks,246.0486,Supermarket Type1
316.9208,NA,Low Fat,0.054670967,Seafood,158.6604,Grocery Store
3415.554,13.1,Low Fat,0.012089479,Others,189.853,Supermarket Type1
5241.1776,15.2,Low Fat,0.021250528,Canned,216.5824,Supermarket Type1
1025.332,10.8,Low Fat,0.05843345,Hard Drinks,74.738,Supermarket Type1
473.3838,12.6,Low Fat,0.05606697,Seafood,50.7982,Supermarket Type1
2912.875,12.15,Low Fat,0.029569276,Household,115.015,Supermarket Type1
5976.2208,7.42,Low Fat,0.0204332,Snack Foods,248.9092,Supermarket Type1
687.1056,NA,Regular,0.055213281,Baking Goods,172.4764,Grocery Store
2984.1156,6.885,Regular,0.1408005,Canned,111.4228,Supermarket Type1
1255.033,NA,Low Fat,0.047665717,Health and Hygiene,42.177,Supermarket Type3
3695.19,20.25,Low Fat,0.059268885,Household,246.446,Supermarket Type1
1068.609,15.3,Regular,0.084937098,Canned,214.0218,Supermarket Type1
1583.9382,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,Supermarket Type1
661.1394,15.6,Low Fat,0,Snack Foods,220.4798,Supermarket Type2
958.752,15.35,Low Fat,0.013834247,Frozen Foods,62.7168,Supermarket Type1
2836.308,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,Supermarket Type1
5523.4768,NA,Low Fat,0.082955719,Household,164.0552,Supermarket Type3
972.068,11.395,low fat,0.009893817,Health and Hygiene,50.3034,Supermarket Type1
3002.0922,17.1,Low Fat,0,Fruits and Vegetables,111.9886,Supermarket Type1
1198.44,18.85,Regular,0.067940657,Dairy,119.044,Supermarket Type1
4566.0564,19.6,Low Fat,0.094161662,Household,251.9698,Supermarket Type1
4402.9354,11.3,Regular,0.067107448,Frozen Foods,258.1962,Supermarket Type1
4819.7262,NA,Low Fat,0.018321361,Frozen Foods,255.3698,Supermarket Type3
6033.4796,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,Supermarket Type1
1537.998,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,Supermarket Type1
2181.1608,9,Low Fat,0.08630486,Snack Foods,168.0816,Supermarket Type2
4916.933,NA,Regular,0.128876537,Snack Foods,139.1838,Supermarket Type3
801.6232,7.895,Regular,0.061163967,Breakfast,59.2588,Supermarket Type1
1474.0812,13.8,Low Fat,0.058220302,Dairy,247.4802,Supermarket Type1
3605.307,5.44,Low Fat,0.025519534,Dairy,238.7538,Supermarket Type1
873.5296,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,Supermarket Type1
575.2512,19.85,Low Fat,0.025947095,Household,46.9376,Supermarket Type1
860.2136,10.395,Regular,0.091688111,Baking Goods,49.0008,Supermarket Type1
40.6138,NA,LF,0,Soft Drinks,40.5138,Grocery Store
515.3292,NA,Regular,0.165101585,Fruits and Vegetables,87.7882,Grocery Store
2133.2232,15.1,Low Fat,0.059417055,Household,237.9248,Supermarket Type1
2181.1608,20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,Supermarket Type2
2253.0672,15.6,Low Fat,0.037764269,Snack Foods,124.9704,Supermarket Type1
746.3618,16.75,Regular,0.024848788,Soft Drinks,39.9822,Supermarket Type1
1482.0708,10.85,Low Fat,0.162903525,Snack Foods,104.9622,Supermarket Type2
1272.3438,16.2,Regular,0.016747538,Frozen Foods,98.6726,Supermarket Type1
117.8466,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,Grocery Store
4434.228,NA,Low Fat,0.079904068,Snack Foods,120.044,Supermarket Type3
719.064,5.785,Regular,0.040325274,Snack Foods,180.466,Supermarket Type1
1263.0226,NA,Regular,0.06302467,Dairy,181.6318,Supermarket Type3
6114.7072,15.2,Low Fat,0.021203509,Canned,216.3824,Supermarket Type1
2167.8448,13.1,Regular,0.098765906,Frozen Foods,196.3768,Supermarket Type1
942.7728,6.32,Low Fat,0.012707362,Meat,41.0822,Supermarket Type1
1897.53,17.85,Low Fat,0.04442649,Snack Foods,124.902,Supermarket Type1
2631.2416,NA,Regular,0.121712459,Fruits and Vegetables,101.2016,Supermarket Type3
2978.1234,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,Supermarket Type1
2332.9632,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,Supermarket Type2
123.8388,NA,Regular,0.076868664,Frozen Foods,62.1194,Grocery Store
1989.4104,6.885,Regular,0.140292495,Canned,108.5228,Supermarket Type1
2372.9112,8.42,Low Fat,0.070555571,Household,216.0192,Supermarket Type1
1607.2412,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,Supermarket Type1
958.752,10.5,Regular,0.066555152,Starchy Foods,80.896,Supermarket Type1
197.0768,7.575,Low Fat,0.092711708,Dairy,197.7768,Grocery Store
1198.44,13.5,Regular,0.017844609,Snack Foods,81.396,Supermarket Type1
2277.036,12.15,Low Fat,0.025916883,Starchy Foods,120.244,Supermarket Type1
796.2968,5.405,Regular,0.053611144,Canned,197.7742,Supermarket Type1
525.982,NA,Low Fat,0.207783483,Household,262.291,Grocery Store
3105.957,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,Supermarket Type1
2826.9868,4.635,Low Fat,0.141174838,Breads,127.0994,Supermarket Type1
3153.2288,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,Supermarket Type1
5369.0112,18.35,LF,0.089345074,Household,191.9504,Supermarket Type2
3448.844,11.65,Regular,0.058822142,Baking Goods,173.5422,Supermarket Type1
1446.1176,10.5,Low Fat,0.071368699,Frozen Foods,121.3098,Supermarket Type1
1567.2932,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,Supermarket Type2
1396.1826,NA,Regular,0.150122794,Meat,154.5314,Supermarket Type3
1078.596,14,Low Fat,0.030094192,Fruits and Vegetables,215.7192,Supermarket Type1
291.6204,18.5,Regular,0.076097035,Dairy,145.8102,Grocery Store
554.6114,13.65,Regular,0.025973384,Snack Foods,79.6302,Supermarket Type1
731.0484,14.15,LF,0,Snack Foods,244.1828,Supermarket Type1
4250.4672,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,Supermarket Type1
1514.695,10.1,LF,0.024262772,Canned,117.615,Supermarket Type2
4054.722,13.85,Low Fat,0.034624104,Hard Drinks,115.0492,Supermarket Type1
3067.3406,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,Supermarket Type1
2343.616,18.75,Low Fat,0.052121825,Health and Hygiene,104.828,Supermarket Type1
852.224,14,Regular,0.135662712,Frozen Foods,52.064,Supermarket Type1
5350.3688,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,Supermarket Type1
4119.3046,NA,Low Fat,0.082152451,Canned,179.9002,Supermarket Type3
425.4462,NA,Regular,0.02363057,Snack Foods,141.7154,Grocery Store
2133.2232,12.35,Low Fat,0.164274416,Household,119.8124,Supermarket Type1
5145.3024,20.7,Regular,0.047587685,Dairy,215.0876,Supermarket Type1
1162.4868,7.825,Low Fat,0.079952983,Meat,62.7826,Supermarket Type2
165.7842,NA,low fat,0.024992442,Household,53.6614,Grocery Store
3547.3824,12.1,Low Fat,0.115107028,Baking Goods,222.0114,Supermarket Type1
1211.756,NA,Low Fat,0.008604657,Household,123.1756,Supermarket Type3
2274.3728,14.65,Low Fat,0.083528446,Household,162.4552,Supermarket Type1
4763.799,NA,Regular,0.036731658,Meat,177.237,Supermarket Type3
5033.448,20.75,Regular,0.129337594,Seafood,238.188,Supermarket Type1
1120.5414,11.15,Low Fat,0,Others,65.0142,Supermarket Type1
2612.5992,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,Supermarket Type1
4548.0798,11.6,Regular,0.157718931,Breakfast,168.3474,Supermarket Type1
5863.0348,17.6,Low Fat,0.008046275,Dairy,173.7422,Supermarket Type1
254.3356,NA,Low Fat,0.068753558,Household,127.9678,Grocery Store
2713.135,NA,Low Fat,0.013199737,Canned,108.9254,Supermarket Type3
447.4176,10.65,LF,0.023971463,Fruits and Vegetables,54.0272,Supermarket Type1
1631.8758,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,Supermarket Type2
5331.7264,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,Supermarket Type1
3563.3616,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,Supermarket Type1
1603.2464,8.39,Regular,0.024243294,Frozen Foods,116.0176,Supermarket Type1
2709.806,14.3,Low Fat,0.122469209,Dairy,121.973,Supermarket Type1
4086.0146,10.195,Regular,0.017730951,Starchy Foods,239.8538,Supermarket Type1
1705.7796,14.15,LF,0.035016754,Snack Foods,245.3828,Supermarket Type2
1402.1748,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,Supermarket Type1
7168.6686,NA,Low Fat,0.066358426,Household,195.2478,Supermarket Type3
962.7468,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,Grocery Store
1281.665,NA,Low Fat,0.038736754,Soft Drinks,37.319,Supermarket Type3
426.112,10.895,Low Fat,0.044991876,Frozen Foods,107.228,Grocery Store
1764.37,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,Supermarket Type1
1701.7848,17.85,Low Fat,0.147255604,Breads,93.7436,Supermarket Type1
4357.661,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,Supermarket Type1
3207.8244,10,Low Fat,0.089135671,Health and Hygiene,146.9102,Supermarket Type1
732.38,17.6,Regular,0.041373331,Snack Foods,38.119,Supermarket Type1
6751.212,NA,Low Fat,0.04403602,Hard Drinks,173.308,Supermarket Type3
306.268,10.1,Low Fat,0.027041859,Meat,77.567,Supermarket Type1
8239.9408,NA,Regular,0.056782237,Fruits and Vegetables,241.2512,Supermarket Type3
193.082,17.6,Regular,0.03922186,Snack Foods,97.241,Supermarket Type1
1209.7586,8.645,Low Fat,0.021581922,Canned,53.3982,Supermarket Type1
3878.285,19.5,Low Fat,0.12820600100000001,Breads,155.9314,Supermarket Type1
2693.8268,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,Supermarket Type1
649.155,15.7,Low Fat,0.030765898,Hard Drinks,43.277,Supermarket Type1
4777.7808000000005,5.405,Regular,0.053730029,Canned,199.0742,Supermarket Type1
1416.8224,20.85,Regular,0.062350672,Baking Goods,86.9514,Supermarket Type1
2422.1804,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,Supermarket Type1
2914.8724,6.465,Low Fat,0,Canned,263.1884,Supermarket Type2
2380.9008,18.25,Low Fat,0.015309885,Snack Foods,197.6084,Supermarket Type1
1556.6404,NA,Regular,0.106538757,Dairy,222.3772,Supermarket Type3
689.103,NA,Low Fat,0.061999648,Baking Goods,230.001,Grocery Store
373.5138,10.195,Low Fat,0.051618281,Breads,31.9558,Supermarket Type1
539.298,15.1,Low Fat,0.076505799,Baking Goods,91.583,Supermarket Type1
1612.5676,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,Supermarket Type2
559.272,NA,Low Fat,0.022074764,Snack Foods,141.418,Grocery Store
179.766,NA,Low Fat,0.079146113,Frozen Foods,181.466,Grocery Store
763.0068,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,Supermarket Type1
756.3488,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,Grocery Store
181.0976,11.15,Low Fat,0,Dairy,44.7744,Supermarket Type1
6029.4848,NA,Low Fat,0.041663111,Health and Hygiene,188.6214,Supermarket Type3
3083.9856,18,Low Fat,0.019386234,Health and Hygiene,126.8994,Supermarket Type1
113.186,NA,Low Fat,0.135226962,Health and Hygiene,56.293,Grocery Store
2087.9488,16.2,Low Fat,0,Soft Drinks,73.4696,Supermarket Type1
2535.3664,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,Supermarket Type1
1789.6704,20.6,LF,0.045380404,Health and Hygiene,148.4392,Supermarket Type1
4687.232,11.395,Regular,0.069587171,Meat,234.6616,Supermarket Type1
3425.541,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,Supermarket Type1
1657.842,8.84,Regular,0.076681143,Frozen Foods,110.7228,Supermarket Type1
3101.2964,16.7,LF,0.102055777,Canned,184.0292,Supermarket Type1
1347.5792,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,Supermarket Type1
2270.378,12.6,Regular,0.063054947,Frozen Foods,102.399,Supermarket Type1
2556.672,7.6,Regular,0.142383847,Starchy Foods,172.3448,Supermarket Type1
3779.0808,12.6,Regular,0.031508510000000003,Baking Goods,170.5764,Supermarket Type1
1505.3738,6.67,Regular,0.123620492,Snack Foods,90.0514,Supermarket Type1
782.9808,10.695,Low Fat,0.06375108,Household,36.7848,Supermarket Type1
480.7076,NA,Low Fat,0.04461205,Dairy,241.1538,Grocery Store
1911.5118,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,Supermarket Type1
642.497,10,Regular,0.037764307,Snack Foods,127.2994,Supermarket Type1
1470.0864,19.1,Low Fat,0.092437711,Others,185.2608,Supermarket Type1
159.792,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,Grocery Store
6309.7866,19.5,Regular,0.077292302,Soft Drinks,235.3958,Supermarket Type1
633.8416,10.1,Regular,0.045763062,Snack Foods,38.4848,Supermarket Type1
3091.9752,8.6,Low Fat,0.090558833,Household,112.6176,Supermarket Type2
1637.868,19.7,LF,0.041703666,Frozen Foods,109.1912,Supermarket Type1
805.618,15.35,Low Fat,0.014098693,Frozen Foods,37.219,Supermarket Type1
3767.0964,5.26,Regular,0.042008667,Baking Goods,162.6868,Supermarket Type1
529.311,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,Supermarket Type1
645.1602,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,Supermarket Type1
849.5608,10.5,LF,0.041387618,Fruits and Vegetables,40.1164,Supermarket Type1
1328.271,13.1,Low Fat,0.012148836,Others,191.353,Supermarket Type2
2010.716,NA,Regular,0.005935001,Snack Foods,98.8358,Supermarket Type3
4364.9848,9.3,Regular,0.014047825,Snack Foods,196.5084,Supermarket Type1
792.302,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,Supermarket Type1
2804.3496,NA,Low Fat,0,Fruits and Vegetables,55.7298,Supermarket Type3
4290.4152,10.8,low fat,0.052174319,Soft Drinks,240.3564,Supermarket Type1
37.2848,NA,Regular,0,Baking Goods,38.1848,Grocery Store
2659.871,12.85,LF,0.137786856,Snack Foods,157.763,Supermarket Type2
5406.296,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,Supermarket Type1
930.1226,9.195,Regular,0.064002068,Frozen Foods,85.5566,Supermarket Type1
1826.9552,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,Supermarket Type1
1145.176,17.6,Low Fat,0.049345425,Snack Foods,115.4176,Supermarket Type1
3150.5656,15.7,Regular,0.11521312,Canned,112.0202,Supermarket Type1
253.6698,NA,reg,0,Frozen Foods,83.7566,Grocery Store
1779.0176,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,Supermarket Type1
1185.7898,7.405,Low Fat,0.015334003,Canned,92.7146,Supermarket Type2
467.3916,19.5,Regular,0.129170642,Soft Drinks,233.9958,Grocery Store
1414.1592,9.195,Regular,0.051908824,Baking Goods,78.1644,Supermarket Type1
1518.024,11.65,Low Fat,0.131770922,Baking Goods,151.1024,Supermarket Type1
3034.0506,21.1,Low Fat,0.028984804,Household,146.1786,Supermarket Type1
666.4658,8.695,Low Fat,0.120211747,Household,93.2094,Supermarket Type1
181.0976,7.27,Regular,0.02076385,Canned,89.0488,Supermarket Type1
210.3928,8.85,Low Fat,0.016006626,Household,105.6964,Supermarket Type1
1662.5026,18.6,Low Fat,0.015766712,Snack Foods,152.9366,Supermarket Type1
3791.0652,NA,Low Fat,0.024536199,Household,144.6102,Supermarket Type3
402.809,9.1,Regular,0.008046878,Frozen Foods,78.7618,Supermarket Type1
749.025,7.975,Low Fat,0.014653896,Baking Goods,82.425,Supermarket Type1
2516.724,10,Low Fat,0.073794811,Health and Hygiene,121.444,Supermarket Type1
5556.7668,6.865,Low Fat,0.056830682,Snack Foods,214.0218,Supermarket Type1
1022.6688,16.7,Regular,0.054618573,Starchy Foods,65.5168,Supermarket Type1
525.3162,7.285,Low Fat,0.052141447,Household,174.9054,Grocery Store
1576.6144,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,Supermarket Type1
392.822,20.2,Regular,0.196438668,Baking Goods,194.611,Grocery Store
5257.1568,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,Supermarket Type1
4447.544,NA,Low Fat,0.127792701,Fruits and Vegetables,111.1886,Supermarket Type3
5652.642,NA,Low Fat,0.024358634,Health and Hygiene,190.4214,Supermarket Type3
3033.3848,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,Supermarket Type1
780.9834,7.75,Regular,0.082930699,Frozen Foods,35.2558,Supermarket Type1
2474.7786,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,Supermarket Type1
101.2016,9.8,Regular,0.235354055,Baking Goods,50.8008,Grocery Store
3929.5516,11.8,Regular,0.057746382,Meat,152.4366,Supermarket Type1
564.5984,9.8,Regular,0.045337184,Baking Goods,36.8874,Supermarket Type1
1245.046,7.42,Low Fat,0.020374875,Snack Foods,248.0092,Supermarket Type1
151.8024,20.75,Low Fat,0.035568147,Soft Drinks,151.8024,Grocery Store
825.592,12.6,Regular,0.062797771,Frozen Foods,103.999,Supermarket Type1
2696.49,19.75,Regular,0.018096488,Frozen Foods,179.566,Supermarket Type2
